"cust","prod","day","month","year","state","quant","date","credit"
"Dan","Butter",23,6,2017,"NJ",454,"2017-06-23",False
"Chae","Dates",19,4,2016,"PA",874,"2016-04-19",True
"Helen","Ice",26,1,2017,"NJ",235,"2017-01-26",True
"Emily","Cherry",26,2,2018,"NY",239,"2018-02-26",False
"Mia","Eggs",20,8,2020,"NJ",244,"2020-08-20",False
"Sam","Grapes",26,6,2019,"NJ",890,"2019-06-26",True
"Boo","Apple",12,2,2016,"NY",47,"2016-02-12",False
"Dan","Grapes",27,5,2017,"NY",694,"2017-05-27",True
"Helen","Fish",16,6,2020,"CT",731,"2020-06-16",True
"Boo","Cherry",6,1,2020,"NY",948,"2020-01-06",True
"Boo","Ice",22,9,2016,"NJ",950,"2016-09-22",True
"Wally","Ice",12,12,2018,"NY",591,"2018-12-12",False
"Claire","Cherry",12,7,2016,"NY",792,"2016-07-12",True
"Wally","Cherry",29,3,2016,"PA",778,"2016-03-29",True
"Wally","Ham",11,8,2017,"NJ",668,"2017-08-11",True
"Wally","Apple",13,9,2016,"NY",446,"2016-09-13",False
"Sam","Butter",25,10,2020,"NY",404,"2020-10-25",True
"Claire","Grapes",16,4,2016,"NJ",162,"2016-04-16",True
"Wally","Eggs",4,12,2019,"CT",151,"2019-12-04",True
"Helen","Grapes",6,11,2019,"NY",677,"2019-11-06",False
"Mia","Grapes",10,11,2016,"NY",912,"2016-11-10",True
"Emily","Butter",31,10,2017,"NY",495,"2017-10-31",False
"Boo","Jelly",8,6,2019,"NY",699,"2019-06-08",False
"Emily","Apple",4,10,2016,"PA",81,"2016-10-04",False
"Dan","Dates",29,3,2017,"NJ",21,"2017-03-29",False
"Mia","Eggs",18,9,2016,"CT",232,"2016-09-18",True
"Sam","Ham",12,3,2017,"NJ",321,"2017-03-12",False
"Chae","Grapes",19,8,2017,"CT",787,"2017-08-19",True
"Helen","Cherry",6,11,2016,"NY",606,"2016-11-06",True
"Chae","Grapes",27,8,2018,"NY",539,"2018-08-27",False
"Dan","Fish",27,9,2018,"NJ",929,"2018-09-27",False
"Helen","Butter",17,7,2018,"NY",291,"2018-07-17",True
"Claire","Dates",17,4,2017,"NY",967,"2017-04-17",False
"Wally","Butter",19,11,2017,"PA",480,"2017-11-19",True
"Wally","Grapes",13,10,2019,"PA",987,"2019-10-13",True
"Claire","Grapes",20,11,2018,"PA",326,"2018-11-20",True
"Dan","Eggs",7,7,2016,"NJ",744,"2016-07-07",False
"Dan","Cherry",3,11,2016,"NJ",510,"2016-11-03",False
"Mia","Ham",23,6,2020,"NJ",244,"2020-06-23",True
"Dan","Dates",11,6,2020,"NJ",462,"2020-06-11",True
"Emily","Cherry",13,12,2017,"PA",325,"2017-12-13",True
"Sam","Ice",16,10,2016,"NY",72,"2016-10-16",False
"Dan","Grapes",1,2,2018,"NY",863,"2018-02-01",True
"Dan","Ice",16,3,2018,"CT",630,"2018-03-16",False
"Boo","Cherry",17,3,2018,"CT",382,"2018-03-17",True
"Sam","Apple",28,8,2020,"CT",348,"2020-08-28",True
"Claire","Grapes",7,4,2018,"PA",508,"2018-04-07",False
"Claire","Cherry",11,8,2016,"CT",947,"2016-08-11",False
"Chae","Dates",29,4,2016,"PA",264,"2016-04-29",True
"Boo","Ice",30,12,2019,"PA",352,"2019-12-30",True
"Sam","Eggs",2,9,2016,"NJ",270,"2016-09-02",True
"Sam","Fish",28,9,2020,"NJ",409,"2020-09-28",True
"Dan","Eggs",10,1,2016,"CT",335,"2016-01-10",True
"Dan","Eggs",30,1,2016,"CT",813,"2016-01-30",True
"Claire","Butter",2,9,2016,"NY",201,"2016-09-02",False
"Emily","Cherry",22,12,2017,"CT",627,"2017-12-22",False
"Boo","Eggs",25,10,2016,"NY",676,"2016-10-25",False
"Wally","Jelly",8,11,2018,"PA",655,"2018-11-08",False
"Sam","Eggs",8,5,2018,"PA",987,"2018-05-08",False
"Emily","Fish",17,6,2018,"NY",76,"2018-06-17",True
"Boo","Butter",5,11,2020,"NY",623,"2020-11-05",True
"Mia","Ice",11,9,2019,"NY",958,"2019-09-11",True
"Claire","Cherry",10,9,2017,"NY",781,"2017-09-10",True
"Chae","Fish",5,2,2017,"CT",275,"2017-02-05",True
"Helen","Butter",8,4,2019,"CT",740,"2019-04-08",True
"Sam","Grapes",12,2,2017,"NJ",525,"2017-02-12",True
"Chae","Grapes",5,1,2019,"NY",914,"2019-01-05",False
"Emily","Dates",8,9,2018,"NJ",308,"2018-09-08",True
"Sam","Grapes",18,11,2018,"NJ",160,"2018-11-18",False
"Sam","Ice",23,11,2016,"NJ",649,"2016-11-23",True
"Wally","Grapes",28,7,2018,"NY",254,"2018-07-28",True
"Boo","Ice",13,2,2018,"PA",701,"2018-02-13",True
"Dan","Ice",6,6,2018,"NY",533,"2018-06-06",False
"Emily","Butter",15,9,2018,"NJ",552,"2018-09-15",False
"Boo","Apple",25,12,2017,"CT",211,"2017-12-25",True
"Sam","Grapes",17,12,2017,"PA",775,"2017-12-17",False
"Claire","Apple",15,3,2019,"CT",69,"2019-03-15",True
"Chae","Butter",31,5,2018,"CT",3,"2018-05-31",True
"Boo","Cherry",10,6,2018,"PA",492,"2018-06-10",True
"Claire","Butter",10,7,2017,"CT",747,"2017-07-10",False
"Wally","Grapes",11,3,2019,"NY",686,"2019-03-11",True
"Mia","Apple",27,11,2018,"CT",910,"2018-11-27",False
"Helen","Eggs",2,11,2019,"PA",7,"2019-11-02",False
"Emily","Eggs",9,9,2018,"NJ",688,"2018-09-09",False
"Helen","Grapes",14,10,2019,"PA",194,"2019-10-14",True
"Dan","Jelly",2,9,2016,"NY",683,"2016-09-02",True
"Claire","Apple",3,11,2018,"NJ",190,"2018-11-03",True
"Claire","Eggs",13,1,2017,"PA",538,"2017-01-13",True
"Emily","Dates",9,11,2017,"NY",886,"2017-11-09",False
"Boo","Dates",7,3,2018,"PA",886,"2018-03-07",True
"Claire","Grapes",11,3,2016,"NJ",871,"2016-03-11",False
"Chae","Jelly",11,1,2016,"NY",440,"2016-01-11",True
"Emily","Ham",19,1,2019,"NY",253,"2019-01-19",True
"Chae","Ice",30,11,2017,"NJ",259,"2017-11-30",False
"Dan","Dates",21,10,2018,"NY",359,"2018-10-21",True
"Wally","Eggs",10,1,2019,"NJ",935,"2019-01-10",False
"Boo","Jelly",27,9,2019,"PA",335,"2019-09-27",False
"Boo","Fish",23,9,2018,"NJ",720,"2018-09-23",True
"Emily","Butter",12,6,2016,"PA",688,"2016-06-12",True
"Chae","Cherry",15,4,2017,"NY",715,"2017-04-15",False
"Sam","Ham",3,11,2020,"CT",115,"2020-11-03",True
"Mia","Butter",21,11,2017,"NJ",122,"2017-11-21",True
"Dan","Jelly",16,8,2020,"PA",645,"2020-08-16",False
"Mia","Fish",17,3,2016,"NY",445,"2016-03-17",False
"Helen","Fish",11,10,2019,"CT",977,"2019-10-11",False
"Wally","Fish",15,5,2019,"PA",750,"2019-05-15",True
"Dan","Dates",2,3,2017,"PA",66,"2017-03-02",True
"Dan","Dates",22,8,2016,"NJ",343,"2016-08-22",True
"Claire","Cherry",31,7,2017,"NY",175,"2017-07-31",False
"Helen","Butter",25,10,2017,"NY",443,"2017-10-25",False
"Mia","Eggs",3,12,2016,"CT",25,"2016-12-03",False
"Emily","Eggs",9,12,2016,"NJ",333,"2016-12-09",False
"Mia","Fish",8,9,2017,"PA",918,"2017-09-08",True
"Sam","Ice",4,4,2019,"NJ",286,"2019-04-04",True
"Claire","Eggs",5,10,2018,"CT",405,"2018-10-05",True
"Boo","Dates",24,2,2020,"NY",1000,"2020-02-24",False
"Chae","Ice",25,6,2017,"NJ",595,"2017-06-25",False
"Boo","Eggs",16,1,2017,"CT",600,"2017-01-16",False
"Mia","Eggs",26,7,2017,"CT",645,"2017-07-26",False
"Claire","Grapes",10,1,2018,"NJ",485,"2018-01-10",False
"Chae","Dates",20,1,2018,"NJ",575,"2018-01-20",True
"Emily","Dates",8,11,2019,"NY",992,"2019-11-08",True
"Boo","Jelly",28,11,2018,"PA",859,"2018-11-28",False
"Emily","Butter",2,7,2017,"PA",412,"2017-07-02",True
"Emily","Ham",3,5,2018,"PA",59,"2018-05-03",True
"Emily","Jelly",23,4,2018,"NY",386,"2018-04-23",True
"Dan","Dates",5,11,2019,"NJ",113,"2019-11-05",True
"Emily","Eggs",3,8,2017,"NY",378,"2017-08-03",False
"Helen","Grapes",25,6,2016,"NJ",890,"2016-06-25",True
"Sam","Ham",12,8,2019,"NJ",343,"2019-08-12",False
"Dan","Apple",5,8,2019,"CT",845,"2019-08-05",False
"Claire","Jelly",1,7,2018,"NJ",797,"2018-07-01",False
"Wally","Fish",28,2,2020,"CT",741,"2020-02-28",True
"Mia","Cherry",4,1,2017,"PA",991,"2017-01-04",False
"Boo","Jelly",25,12,2016,"NY",662,"2016-12-25",False
"Sam","Jelly",1,7,2020,"PA",384,"2020-07-01",True
"Chae","Grapes",17,12,2019,"NJ",845,"2019-12-17",True
"Wally","Apple",21,2,2018,"NJ",264,"2018-02-21",False
"Dan","Fish",12,4,2016,"CT",277,"2016-04-12",False
"Chae","Apple",12,11,2016,"CT",642,"2016-11-12",True
"Boo","Eggs",18,8,2017,"PA",196,"2017-08-18",False
"Wally","Eggs",24,9,2018,"NJ",660,"2018-09-24",False
"Chae","Apple",16,11,2018,"NY",746,"2018-11-16",False
"Sam","Apple",9,9,2017,"NJ",50,"2017-09-09",False
"Emily","Grapes",3,7,2019,"PA",535,"2019-07-03",False
"Helen","Dates",14,4,2016,"NY",451,"2016-04-14",False
"Dan","Dates",29,3,2016,"CT",584,"2016-03-29",False
"Sam","Grapes",5,9,2018,"CT",450,"2018-09-05",True
"Helen","Dates",20,6,2018,"NY",289,"2018-06-20",True
"Helen","Butter",30,9,2017,"NY",727,"2017-09-30",False
"Mia","Dates",22,9,2020,"NY",776,"2020-09-22",True
"Claire","Fish",2,7,2017,"CT",431,"2017-07-02",False
"Dan","Cherry",27,7,2020,"CT",70,"2020-07-27",True
"Dan","Fish",16,1,2020,"NJ",903,"2020-01-16",True
"Emily","Cherry",16,3,2016,"NJ",710,"2016-03-16",False
"Chae","Ham",1,11,2017,"NJ",500,"2017-11-01",False
"Claire","Apple",16,5,2017,"PA",550,"2017-05-16",False
"Wally","Fish",17,11,2018,"NY",662,"2018-11-17",True
"Mia","Butter",25,5,2019,"CT",170,"2019-05-25",False
"Boo","Cherry",14,3,2016,"NJ",691,"2016-03-14",True
"Mia","Jelly",23,3,2020,"NJ",399,"2020-03-23",False
"Wally","Fish",16,4,2019,"NY",205,"2019-04-16",False
"Chae","Fish",4,10,2019,"NJ",535,"2019-10-04",True
"Sam","Jelly",9,8,2017,"PA",807,"2017-08-09",True
"Chae","Grapes",20,6,2018,"NY",157,"2018-06-20",True
"Dan","Apple",18,9,2019,"NY",611,"2019-09-18",True
"Sam","Ice",10,2,2018,"NJ",913,"2018-02-10",False
"Dan","Jelly",2,10,2018,"NY",583,"2018-10-02",True
"Dan","Dates",25,2,2020,"NJ",937,"2020-02-25",True
"Helen","Dates",9,12,2018,"NJ",600,"2018-12-09",False
"Helen","Jelly",11,7,2019,"PA",390,"2019-07-11",True
"Sam","Apple",10,12,2018,"NJ",909,"2018-12-10",False
"Helen","Fish",2,12,2016,"NY",943,"2016-12-02",False
"Sam","Dates",10,2,2018,"CT",537,"2018-02-10",True
"Mia","Ice",14,9,2018,"NY",968,"2018-09-14",True
"Chae","Ice",27,3,2017,"NY",980,"2017-03-27",True
"Claire","Grapes",11,12,2016,"PA",174,"2016-12-11",False
"Helen","Cherry",31,8,2018,"NJ",387,"2018-08-31",True
"Mia","Ice",24,12,2018,"PA",797,"2018-12-24",False
"Emily","Apple",14,6,2020,"PA",248,"2020-06-14",True
"Boo","Ham",10,10,2017,"CT",43,"2017-10-10",False
"Helen","Cherry",28,10,2016,"NJ",298,"2016-10-28",True
"Helen","Ham",17,10,2019,"CT",221,"2019-10-17",False
"Sam","Jelly",10,11,2017,"NJ",949,"2017-11-10",False
"Wally","Fish",8,12,2018,"PA",812,"2018-12-08",True
"Claire","Grapes",10,10,2020,"NJ",815,"2020-10-10",False
"Emily","Dates",9,8,2018,"NJ",870,"2018-08-09",True
"Wally","Ice",15,9,2016,"NY",673,"2016-09-15",False
"Emily","Jelly",31,1,2016,"CT",131,"2016-01-31",False
"Dan","Ham",6,2,2016,"NJ",356,"2016-02-06",False
"Claire","Eggs",30,11,2018,"CT",229,"2018-11-30",False
"Wally","Grapes",22,8,2016,"NY",26,"2016-08-22",False
"Sam","Ice",3,8,2018,"PA",319,"2018-08-03",True
"Chae","Fish",5,10,2016,"CT",859,"2016-10-05",False
"Mia","Ice",19,7,2016,"CT",151,"2016-07-19",True
"Mia","Eggs",8,6,2020,"NJ",491,"2020-06-08",False
"Emily","Ham",7,9,2019,"NY",21,"2019-09-07",False
"Mia","Cherry",26,5,2020,"NY",258,"2020-05-26",True
"Emily","Eggs",29,1,2019,"CT",626,"2019-01-29",False
"Helen","Fish",10,1,2016,"NJ",458,"2016-01-10",True
"Sam","Ham",10,1,2016,"PA",71,"2016-01-10",False
"Wally","Butter",21,1,2018,"PA",611,"2018-01-21",True
"Claire","Grapes",29,6,2017,"CT",932,"2017-06-29",False
"Boo","Eggs",26,4,2019,"NJ",450,"2019-04-26",True
"Dan","Butter",1,5,2019,"NJ",757,"2019-05-01",False
"Dan","Eggs",27,9,2017,"CT",122,"2017-09-27",True
"Helen","Ice",9,10,2020,"PA",407,"2020-10-09",True
"Helen","Jelly",21,6,2019,"PA",90,"2019-06-21",False
"Boo","Dates",21,2,2019,"PA",115,"2019-02-21",False
"Sam","Apple",10,4,2016,"NJ",84,"2016-04-10",False
"Claire","Apple",28,7,2018,"NJ",874,"2018-07-28",False
"Wally","Ice",11,11,2016,"NY",15,"2016-11-11",False
"Dan","Dates",5,8,2020,"NJ",683,"2020-08-05",True
"Dan","Fish",11,5,2019,"NJ",676,"2019-05-11",False
"Helen","Ice",11,11,2017,"NY",350,"2017-11-11",False
"Mia","Apple",14,2,2019,"NY",821,"2019-02-14",False
"Helen","Apple",19,9,2020,"CT",947,"2020-09-19",False
"Claire","Grapes",26,8,2019,"NJ",225,"2019-08-26",False
"Chae","Fish",13,2,2017,"CT",154,"2017-02-13",True
"Emily","Ham",4,12,2020,"CT",113,"2020-12-04",False
"Dan","Cherry",19,6,2017,"PA",834,"2017-06-19",False
"Wally","Butter",23,1,2017,"NJ",635,"2017-01-23",False
"Helen","Fish",12,11,2020,"NJ",9,"2020-11-12",False
"Wally","Cherry",11,4,2018,"NJ",531,"2018-04-11",True
"Chae","Apple",29,3,2018,"NY",423,"2018-03-29",True
"Dan","Cherry",5,11,2019,"CT",10,"2019-11-05",False
"Mia","Dates",7,4,2018,"CT",638,"2018-04-07",False
"Mia","Jelly",27,8,2019,"CT",99,"2019-08-27",True
"Helen","Fish",18,1,2019,"PA",21,"2019-01-18",True
"Emily","Apple",14,6,2020,"PA",910,"2020-06-14",True
"Wally","Ice",7,10,2020,"NY",568,"2020-10-07",False
"Sam","Butter",24,1,2019,"PA",457,"2019-01-24",False
"Dan","Apple",8,3,2017,"NJ",272,"2017-03-08",False
"Helen","Eggs",15,12,2020,"NY",356,"2020-12-15",False
"Emily","Ice",7,10,2020,"NY",175,"2020-10-07",True
"Boo","Jelly",2,1,2019,"CT",609,"2019-01-02",False
"Emily","Ice",25,1,2020,"NY",664,"2020-01-25",False
"Mia","Ham",1,10,2016,"CT",525,"2016-10-01",False
"Dan","Grapes",19,8,2017,"NJ",650,"2017-08-19",False
"Helen","Fish",4,8,2019,"NJ",999,"2019-08-04",True
"Chae","Cherry",4,3,2019,"CT",759,"2019-03-04",False
"Helen","Dates",9,3,2019,"CT",551,"2019-03-09",True
"Dan","Grapes",2,9,2018,"NY",842,"2018-09-02",True
"Dan","Apple",8,11,2018,"NJ",393,"2018-11-08",True
"Chae","Ham",22,3,2020,"CT",357,"2020-03-22",False
"Sam","Ice",21,3,2018,"NJ",576,"2018-03-21",False
"Sam","Cherry",11,12,2016,"PA",922,"2016-12-11",False
"Chae","Butter",4,3,2019,"CT",31,"2019-03-04",False
"Claire","Grapes",25,3,2016,"NJ",323,"2016-03-25",False
"Emily","Dates",8,6,2020,"NJ",246,"2020-06-08",True
"Chae","Ham",9,9,2019,"NJ",211,"2019-09-09",True
"Boo","Ham",22,3,2020,"NY",223,"2020-03-22",False
"Dan","Eggs",11,3,2020,"NJ",474,"2020-03-11",False
"Emily","Eggs",6,11,2020,"CT",198,"2020-11-06",True
"Sam","Grapes",11,12,2018,"CT",476,"2018-12-11",False
"Dan","Grapes",12,12,2017,"CT",72,"2017-12-12",True
"Mia","Fish",8,5,2018,"PA",80,"2018-05-08",True
"Helen","Ham",26,10,2020,"CT",616,"2020-10-26",True
"Emily","Butter",13,12,2018,"PA",983,"2018-12-13",True
"Chae","Fish",28,12,2019,"CT",593,"2019-12-28",True
"Chae","Ham",14,1,2016,"NJ",455,"2016-01-14",False
"Claire","Fish",8,1,2017,"PA",27,"2017-01-08",True
"Emily","Ham",31,12,2019,"CT",586,"2019-12-31",True
"Helen","Apple",21,11,2017,"CT",499,"2017-11-21",True
"Boo","Butter",12,6,2017,"PA",412,"2017-06-12",False
"Helen","Cherry",9,8,2016,"CT",551,"2016-08-09",False
"Boo","Grapes",11,12,2018,"PA",953,"2018-12-11",True
"Mia","Ham",6,9,2019,"NJ",67,"2019-09-06",True
"Dan","Dates",6,6,2018,"PA",603,"2018-06-06",False
"Helen","Jelly",5,10,2017,"NJ",866,"2017-10-05",False
"Mia","Jelly",19,11,2018,"NJ",976,"2018-11-19",False
"Dan","Ice",26,2,2016,"NY",590,"2016-02-26",True
"Chae","Ice",1,3,2017,"NY",105,"2017-03-01",True
"Chae","Eggs",5,3,2018,"NJ",155,"2018-03-05",False
"Sam","Grapes",21,6,2019,"PA",678,"2019-06-21",True
"Chae","Grapes",29,6,2019,"CT",186,"2019-06-29",False
"Dan","Eggs",11,4,2019,"PA",656,"2019-04-11",True
"Mia","Dates",26,9,2018,"NJ",609,"2018-09-26",True
"Emily","Butter",11,3,2020,"PA",345,"2020-03-11",False
"Boo","Dates",24,10,2017,"NJ",129,"2017-10-24",False
"Wally","Apple",8,5,2020,"PA",800,"2020-05-08",False
"Emily","Ham",5,10,2016,"NJ",694,"2016-10-05",False
"Mia","Jelly",26,10,2019,"CT",685,"2019-10-26",False
"Dan","Cherry",9,2,2018,"CT",5,"2018-02-09",False
"Mia","Ice",10,5,2016,"NY",420,"2016-05-10",False
"Dan","Cherry",18,8,2020,"CT",879,"2020-08-18",False
"Claire","Ice",13,9,2016,"NY",298,"2016-09-13",True
"Claire","Eggs",12,6,2019,"PA",612,"2019-06-12",False
"Wally","Ham",24,6,2020,"NJ",108,"2020-06-24",True
"Chae","Eggs",19,6,2020,"CT",887,"2020-06-19",True
"Sam","Dates",18,4,2019,"NJ",628,"2019-04-18",False
"Chae","Ice",11,2,2019,"NY",702,"2019-02-11",False
"Emily","Eggs",1,6,2018,"PA",243,"2018-06-01",False
"Mia","Dates",4,12,2020,"NJ",222,"2020-12-04",True
"Helen","Fish",24,5,2016,"PA",282,"2016-05-24",False
"Emily","Ice",14,2,2017,"PA",679,"2017-02-14",True
"Emily","Jelly",5,2,2019,"NJ",953,"2019-02-05",True
"Claire","Butter",17,4,2018,"NJ",853,"2018-04-17",True
"Boo","Apple",20,10,2018,"NY",378,"2018-10-20",True
"Claire","Dates",8,3,2016,"NY",200,"2016-03-08",True
"Sam","Cherry",15,7,2016,"NJ",196,"2016-07-15",True
"Claire","Ice",3,7,2019,"NY",894,"2019-07-03",True
"Helen","Eggs",3,8,2019,"CT",997,"2019-08-03",True
"Boo","Ice",5,9,2016,"NJ",180,"2016-09-05",True
"Helen","Eggs",15,9,2017,"NY",325,"2017-09-15",False
"Chae","Apple",14,8,2019,"CT",884,"2019-08-14",True
"Sam","Fish",19,4,2018,"NY",506,"2018-04-19",False
"Sam","Ham",27,2,2017,"PA",434,"2017-02-27",False
"Claire","Butter",11,5,2018,"NY",846,"2018-05-11",False
"Helen","Ham",5,8,2020,"CT",842,"2020-08-05",True
"Chae","Fish",19,3,2016,"PA",443,"2016-03-19",False
"Chae","Grapes",24,8,2017,"CT",711,"2017-08-24",True
"Emily","Apple",3,6,2020,"PA",135,"2020-06-03",False
"Emily","Apple",12,1,2017,"CT",202,"2017-01-12",True
"Emily","Grapes",19,1,2020,"CT",478,"2020-01-19",True
"Dan","Ham",9,8,2019,"PA",768,"2019-08-09",False
"Claire","Eggs",13,8,2018,"NJ",508,"2018-08-13",False
"Claire","Eggs",22,3,2016,"PA",390,"2016-03-22",False
"Wally","Jelly",27,4,2019,"CT",866,"2019-04-27",True
"Sam","Grapes",15,6,2019,"CT",528,"2019-06-15",True
"Dan","Ice",23,4,2017,"CT",605,"2017-04-23",True
"Claire","Ice",13,3,2016,"CT",177,"2016-03-13",False
"Dan","Fish",12,9,2019,"PA",421,"2019-09-12",True
"Dan","Jelly",17,10,2019,"CT",996,"2019-10-17",False
"Chae","Fish",6,5,2019,"PA",193,"2019-05-06",False
"Mia","Ham",20,1,2018,"PA",120,"2018-01-20",True
"Chae","Dates",13,10,2019,"NY",76,"2019-10-13",False
"Chae","Cherry",4,11,2019,"NY",426,"2019-11-04",False
"Emily","Jelly",29,3,2018,"PA",237,"2018-03-29",True
"Claire","Ham",2,12,2020,"NJ",82,"2020-12-02",False
"Sam","Jelly",27,11,2020,"NY",309,"2020-11-27",True
"Emily","Ice",6,7,2020,"NJ",570,"2020-07-06",False
"Sam","Butter",21,8,2019,"CT",537,"2019-08-21",True
"Claire","Eggs",1,3,2019,"PA",934,"2019-03-01",True
"Helen","Apple",17,5,2016,"NJ",436,"2016-05-17",False
"Dan","Grapes",24,11,2019,"CT",343,"2019-11-24",True
"Mia","Apple",29,7,2019,"NJ",754,"2019-07-29",False
"Boo","Eggs",3,4,2017,"NY",525,"2017-04-03",False
"Mia","Dates",28,7,2018,"PA",464,"2018-07-28",True
"Wally","Dates",10,11,2019,"NY",356,"2019-11-10",False
"Dan","Apple",16,5,2017,"CT",852,"2017-05-16",True
"Mia","Apple",20,11,2018,"NJ",165,"2018-11-20",True
"Boo","Dates",14,11,2019,"NJ",208,"2019-11-14",True
"Emily","Ham",29,8,2017,"PA",795,"2017-08-29",False
"Dan","Cherry",10,6,2016,"CT",122,"2016-06-10",False
"Chae","Cherry",7,6,2016,"PA",356,"2016-06-07",True
"Helen","Apple",8,2,2020,"NY",879,"2020-02-08",True
"Claire","Apple",6,9,2019,"PA",254,"2019-09-06",False
"Dan","Apple",12,3,2017,"NY",911,"2017-03-12",False
"Mia","Cherry",19,8,2019,"NJ",999,"2019-08-19",False
"Wally","Grapes",1,1,2016,"PA",797,"2016-01-01",False
"Dan","Dates",27,2,2016,"CT",107,"2016-02-27",True
"Emily","Fish",20,9,2020,"NY",257,"2020-09-20",False
"Helen","Butter",6,8,2016,"PA",139,"2016-08-06",True
"Wally","Apple",10,5,2020,"NY",50,"2020-05-10",False
"Helen","Cherry",18,2,2020,"CT",33,"2020-02-18",False
"Boo","Eggs",6,6,2016,"NJ",188,"2016-06-06",False
"Sam","Eggs",26,3,2018,"NJ",370,"2018-03-26",False
"Mia","Jelly",31,7,2016,"CT",122,"2016-07-31",False
"Sam","Fish",15,5,2020,"NY",729,"2020-05-15",True
"Helen","Ice",28,5,2017,"CT",847,"2017-05-28",True
"Dan","Ice",27,6,2019,"CT",724,"2019-06-27",True
"Helen","Dates",30,5,2018,"CT",101,"2018-05-30",False
"Wally","Ice",14,10,2019,"NY",949,"2019-10-14",True
"Claire","Ice",23,1,2016,"NJ",576,"2016-01-23",False
"Mia","Eggs",14,8,2017,"NY",552,"2017-08-14",True
"Dan","Ham",12,10,2019,"CT",86,"2019-10-12",True
"Wally","Fish",2,1,2019,"PA",149,"2019-01-02",True
"Wally","Ham",24,5,2016,"NY",745,"2016-05-24",False
"Boo","Ice",21,1,2018,"CT",400,"2018-01-21",True
"Boo","Apple",25,7,2017,"CT",999,"2017-07-25",False
"Sam","Butter",23,1,2018,"NY",449,"2018-01-23",True
"Dan","Fish",27,7,2016,"NJ",98,"2016-07-27",True
"Chae","Jelly",9,4,2016,"CT",8,"2016-04-09",True
"Dan","Grapes",4,4,2018,"NJ",473,"2018-04-04",False
"Emily","Butter",10,8,2018,"NJ",44,"2018-08-10",True
"Dan","Jelly",24,5,2017,"NY",249,"2017-05-24",True
"Emily","Eggs",18,9,2020,"PA",903,"2020-09-18",False
"Dan","Grapes",23,10,2016,"PA",759,"2016-10-23",True
"Helen","Cherry",16,1,2020,"NY",775,"2020-01-16",True
"Boo","Ice",17,5,2019,"PA",764,"2019-05-17",False
"Boo","Jelly",15,2,2019,"NY",616,"2019-02-15",False
"Emily","Cherry",15,1,2019,"PA",225,"2019-01-15",True
"Helen","Apple",25,3,2017,"PA",857,"2017-03-25",False
"Dan","Ham",17,2,2018,"PA",421,"2018-02-17",False
"Chae","Ice",2,12,2019,"NJ",131,"2019-12-02",False
"Wally","Cherry",10,7,2017,"CT",67,"2017-07-10",False
"Dan","Jelly",27,1,2016,"CT",899,"2016-01-27",False
"Dan","Ham",18,5,2020,"NJ",315,"2020-05-18",False
"Boo","Dates",23,2,2020,"NJ",946,"2020-02-23",True
"Chae","Jelly",29,4,2020,"PA",268,"2020-04-29",True
"Boo","Dates",22,12,2016,"PA",407,"2016-12-22",False
"Mia","Jelly",28,12,2017,"CT",971,"2017-12-28",False
"Chae","Ice",7,11,2020,"NJ",425,"2020-11-07",False
"Helen","Ice",13,9,2018,"PA",410,"2018-09-13",True
"Emily","Butter",6,3,2017,"NY",555,"2017-03-06",False
"Boo","Ham",4,3,2017,"NJ",497,"2017-03-04",True
"Wally","Eggs",20,8,2016,"PA",775,"2016-08-20",True
"Emily","Apple",30,3,2017,"PA",501,"2017-03-30",True
"Chae","Ham",2,1,2017,"CT",720,"2017-01-02",True
"Chae","Ice",15,1,2018,"PA",426,"2018-01-15",False
"Sam","Eggs",6,9,2016,"CT",885,"2016-09-06",True
"Dan","Dates",11,4,2016,"NJ",19,"2016-04-11",True
"Sam","Dates",6,11,2018,"PA",504,"2018-11-06",False
"Boo","Ham",19,8,2018,"NJ",822,"2018-08-19",False
"Wally","Cherry",7,2,2018,"NY",417,"2018-02-07",False
"Wally","Eggs",10,5,2019,"PA",31,"2019-05-10",False
"Dan","Apple",6,1,2017,"NY",664,"2017-01-06",False
"Wally","Eggs",21,5,2016,"NY",929,"2016-05-21",True
"Sam","Cherry",22,11,2018,"NY",68,"2018-11-22",True
"Emily","Eggs",11,5,2020,"NJ",214,"2020-05-11",False
"Mia","Fish",16,4,2020,"CT",832,"2020-04-16",True
"Chae","Ham",16,10,2016,"CT",290,"2016-10-16",True
"Dan","Apple",15,7,2019,"NY",487,"2019-07-15",False
"Sam","Eggs",10,2,2018,"CT",802,"2018-02-10",True
"Claire","Jelly",17,7,2018,"NY",358,"2018-07-17",True
"Mia","Jelly",15,4,2020,"NY",311,"2020-04-15",False
"Boo","Eggs",19,9,2016,"NY",52,"2016-09-19",False
"Boo","Ham",6,7,2019,"PA",183,"2019-07-06",False
